Tanggal,Komentar
2023-09-25T12:44:03Z,yg jual online harus punya perijinan yg penting pengawasan harus jalan.jgn ada pembiaran.klau ada problem lagi..mulai lagi ribut.
2023-09-25T12:36:48Z,"Mantappppp, josss gandosss.memang sudah waktunya diatur kalau tdk kami yg di daerah bila kolaps"
2023-09-25T12:34:21Z,"bgmna shopee membuka kurir sendiri namanya Shopee express, laxada dengan kurir Lex nya, mereka mulai mendefault jasa kurir sendiri ke seller dan buyer"
2023-09-25T12:32:31Z,"TERIMA KASIH PEMERINTAH, ANDA MENDENGAR KELUHAN UMKM"
2023-09-25T12:28:18Z,Pelaku UMKM dan produk dalam negri semoga bisa bergeliat kembali
2023-09-25T12:28:07Z,"tiktok dimana2 buat masalah : amerika serikat, inggris, india, Eropa sekarang di Indonesia..."
2023-09-25T12:24:17Z,"sama aja lah, itu bukan solusi"
2023-09-25T12:18:03Z,"Pinjol Juga Harusnya Di Ilangin...
Dagang Sepi Karena bnyak Yang Bayar Pinjol"
2023-09-25T12:08:28Z,merdeka
2023-09-25T12:07:41Z,"itu yg online pajekin juga donk, trus retribusi, jangan lupa mintain jatah preman, coba liat masih bisa jual murah gk ?"
2023-09-25T12:03:19Z,"Penyebab omzet menurun, bukan karena tiktok, tp karena daya beli masyarakat menurun,  karena salah mengelola negara.. Sampai sini harusnya mereka paham..😊"
2023-09-25T11:59:20Z,"Tiktok subsidi harga ke penjual, tiktok menggabungkan media sosial dan perdagangan mereka menjual barang dibawah harga pasar, supaya menarik pembeli.mereka mau mengontrol ekonomi kita"
2023-09-25T11:59:02Z,Hebatnya china bisa menguasai dan mengacak acak ekonomi indonesia dengan gampang nya 😂
2023-09-25T11:58:25Z,"Kebijakan yg sangat tepat,cuma bisa promo produk.aja"
2023-09-25T11:52:43Z,bapak2 boomer lg ngomongin teknologi terkini
2023-09-25T11:50:14Z,Nah gituuu dong .. jadi pasar tradisional hidup kembali biar tik tok n konconya itu .... MAWAS DIRI
2023-09-25T11:36:38Z,Artis artis tetap bisa memonopoli.. sejak artis live smua penjualan menurun. Karena pada belanja di 1 2 ato segelintir org..
2023-09-25T11:34:33Z,"Kenapa tiktok shop di tutup,bukan nya bagus jual online gak bikin macet di pasar,nguragin copet,ngurangin pereman.yg jual di tanah abang nya aja gak mau modah HP 😂."
2023-09-25T11:32:59Z,Tiktok shop hanya kedok supaya barang import dari china/vietnam masuk tanpa melalui bea cukai
2023-09-25T11:32:55Z,Gak mikir apa seller yang bergantung sama tiktok ???
2023-09-25T11:29:49Z,Artis2 psti pda nangis di pojokan 🤣
2023-09-25T11:19:17Z,OMDO NYATANYA MASIH AJA YANG JUAL DAN TRANSAKSI 😂😂
2023-09-25T11:14:27Z,"alhamdulillah, terima kasih pak"
2023-09-25T11:10:37Z,market place di facebook trmsuk gak yah..
2023-09-25T11:10:02Z,"Bismillah
Semoga membawa berkah bagi pedagang offline
Amiin"
2023-09-25T11:09:09Z,Ga jelas
2023-09-25T11:08:45Z,"E-commerce wajib di batasi. Karna yg untung yah artis lagi-artis lagi. Kalo pasar jalan udah jelas semua masyarakat bawah merasakan kesejahteraannya. Karna di pendidikan SMP jumlahnya kurang lebih mencapai 20% dari populasi kita, Yg bagus tuh offline jalan online jalan serasi, jgn online jalan offline ambruk gak sinkron."
2023-09-25T11:08:34Z,"Sebenarnya yang harus ditindak adalah perusahaan atau distributor/ suplier awal yang merusak harga dengan menjual harga dibawah pasar , banyangkan pedagang kaki lima membeli produk mereka dan perusahaan itu sendiri malah menjual di harga yang dijual kepada pedagang kaki lima apa gk hancur bro pkl,dll"
2023-09-25T11:05:40Z,"Klo ditutup mendadak sih kurang bagus sih,karena kasihan juga yg udah stock sampai ribuan pcs di gudang dan tiba tiba stuck toko ditutup..alangkah lebih baik klo diatur harga terendahnya terlebih dahulu jadi tidak ada perang harga antara produsen langsung dan reseller...dan toko ofline tetap akan jalan karena selisih tidak terlalu jauh dengan online..mungkin sperti itu lebih adil dan sama sama bisa jalan..

Dan ada 2 point yv saya sangat setuju :
1.Produsen barang (Pabrik) dilarang berjualan langsung di e comers.
2.Peraturan Import barang yg lebib diperketat lagi."
2023-09-25T11:05:13Z,"Seenggaknya bantu meringankan konsumen, tau sendiri keuangan dan kebutuhan masyarkat berdeda beda"
2023-09-25T11:04:58Z,Bagus produk kecantikan g akan paner lagi m m an
2023-09-25T11:03:42Z,Hapus semua jual beli onlen biyar merata
2023-09-25T11:01:01Z,Aku heran aja aku perna beli barang  di Online 125k dapet 3.. di aplikasi lain harga 70K yg g setara barang di Indonesia mala dapet 5 gartis ongkir pula..gmna g bangkrut prodak indonesia klo kek gini..karna beli barang dibantu ama saudara
2023-09-25T11:01:00Z,Tidak akan noblos PAN...siapapun capres yang di usung PAN.. maaf tidak di coblos.. karena zulkifli hasan ketua PAN. Wkwkwk
2023-09-25T11:00:47Z,"Yg jadi masalah itu penjual online yg sudah besar banyak yg banting harga ga ngotak,yg di rugikan bukan cuman penjual offline penjual online kecilpun di rugikan"
2023-09-25T11:00:18Z,Alhamdulillah pemimpin melek. Walau hanya sementara di masa bulan-bulan politik. Gak papah terlambat dari pada gak sama sekali😅😅. PAN PAN PAN BANTU RAKYAT
2023-09-25T11:00:10Z,kami kurir yang ambil orderan hampir 90% dari tiktok shop terancam sepi paket 😢
2023-09-25T10:59:43Z,Alhamdulillah ..
2023-09-25T10:57:07Z,"Akhirnya di regulasi juga! Meski udah terlalu lama! Nafas usaha lokal udah kembang kempis begini, mati segan hidup sengsara. 
Semoga benar-benar aturan regulasi berjalan terus untuk menjaga warga negara nya."
2023-09-25T10:49:03Z,"Astaga padahal yg dagang di tiktok juga UKM, padahal bagus ada tiktok ada perkerjaan baru karena tiktok, pemerintah bodoh"
2023-09-25T10:45:31Z,"Orang ga paham teknologi jadi Mentri ,pak yg di atur itu barang import nya pak tiktok. Di tutup jg tanah Abang g bakal rame ,bapak ngerti gak sih"
2023-09-25T10:40:47Z,"tiktok d larang tp 3 aplikasi raksasa boleh,, fb aja ada shop skrg lawak emg pejabat2 konoha,, tdk bisa menganalisa masalah,, 🤣🤣"
2023-09-25T10:32:57Z,Alhamdulilah
2023-09-25T10:30:24Z,"sebenarnya bukan masalah e-commerce nya..
yg mau online silahkan yg mau offline silahkan.... silahkan memilih..
permasalahan adalah harga...
intinya gratis ongkir dan promo harus ada regulasi...
sebenarnya harga offline n online ga jauh beda..
yg membedakan promo aplikasi yg bersangkutan beserta gratis ongkir...
online jika tidak ada gratis ongkir n promosi potongan harga bisa pa...
paling pertumbuhan naik namun tidak cepat..
salam akal sehat😁"
2023-09-25T10:29:02Z,"TERKMAKASIH KPD PEMERINTAH YG BEWAJIB MENGATUR PEREKONOMIAN INDONESIA KHUSUSNYA UMK... SEBAIKNYA DIBIKIN SANSI  DAN UU BAGI ORG YG MELANGGARNYA...
SEMOGA PEREKONOMIAN INDONESIA MERATA SEMUANYA .."
2023-09-25T10:25:37Z,Bagaiman juga dengan shopeevideo
2023-09-25T10:23:52Z,Baru kali ini saya merasa para menteri kerjanya beneran dan keren... Full Support Pak !!!
2023-09-25T10:22:13Z,"Jd mksd'y gmn sih. Koq aq masih bingung?. 
Jd msh bisa belanja atau tdk sih?"
2023-09-25T10:09:16Z,Kyk nya aturan ini akan nambah masalah wkwkkk
2023-09-25T10:02:13Z,100 dolar apa sih Coy??
2023-09-25T09:56:42Z,Terima kasih 👍
2023-09-25T09:56:20Z,.pelarangan itu suatu kemunduran ....
2023-09-25T09:54:18Z,"Katanya reformasi tp kok malah mau di kembalikan ke xaman taun jebot....belanja online itu sangat2 menguntungkan konsumen,antara lain :
1.bebas dari kemacetan
2.terhindar dari pencopetan atau perampokan
3.makan tidur dirumah barang datang sendiri,tidak capek2.
      Jaman sekarang memang harus berubah,kl negara mau maju ya harus berubah bukan jalan ditempat,kapan indonesia bisa maju kl gitu mentri perdagangann....????"
2023-09-25T09:21:26Z,"Susah cari duit di Indonesia.. 
😅😅😅"
2023-09-25T09:20:18Z,Apakah e commerse diatur dibatasi akan menjamin offline jadi ramai kembali. Apakah bisa menjamin tanah abang seramai dulu lagi. Jawabannya TIDAK. Era sudah berubah. Kita yg adaptasi terhadap pasar bukan pasar yg adaptasi ke kita.
2023-09-25T09:15:51Z,Itu yg sebelah kiri harusnya g usah berdiri disitu. Mukanya ngeselin.
2023-09-25T09:06:06Z,Boleh impor asal harganya cocok..  🤣
2023-09-25T08:57:14Z,sudah terlanjur ajur boss....  masih ditagih pajak...
2023-09-25T08:54:54Z,"Setujuuu, kasihan pedagang2 dipasar skg sepi"
2023-09-25T08:54:25Z,"Facebook sosial media, instagram sosial media, dll"
2023-09-25T08:25:02Z,"Jangan sebut merk platform
Masih kurang tegas menurut saya.."
2023-09-25T08:14:57Z,"Sudah menunggu 2 bulan lebih, dari 2 bulan lebih isu tiktok mau dibatasi"
2023-09-25T08:10:41Z,"pinjol gak ditutup juga? pinjol lebih berbahaya, bukannya toktok. kita lihat saja apa bisa tutup tiktok."
2023-09-25T08:06:50Z,"Buat yg teriak2 ""Perubahan Zaman jangan dilawan"". Jangan jadikan Perubahan Zaman menjadi sbuah kebenaran. Klo nanti ada perubahan zaman yg trending dg memukul orang tua, apakah kamu akan ikut memukul orang tua jg? Semua harus diregulasi, dan itulah kenapa ada HUKUM."
2023-09-25T08:04:47Z,"Pemerintah cuma bisa bikin regulasi2 aja , sehausnya pemerintah melakukan pelatihan agar umkm kita bisa bersaing"
2023-09-25T07:56:17Z,"Pemerintah dulu senang dukung online, bangga e commerce tumbuh, skrg nyalahin e commerce. Ngeramput."
2023-09-25T07:39:41Z,Shopee tuh monopoli ga di bahas..hayah
2023-09-25T07:24:00Z,Gak ada lg keranjang kuning
2023-09-25T07:14:11Z,Darurat jika semua jenis perdagangan online gak dilarang/dikenakan pajak300%.para umkm /offline.pasti .negara ini akn bangkrut.kemiskinan akn meledak.
2023-09-25T07:12:47Z,Se7 itu yang ditunggu pak...
2023-09-25T07:10:09Z,ribet sekali penjelasannya
2023-09-25T07:04:32Z,"Bagaimana dengan Pinjol"" Legal mau pun Ilegan Pak 
Korban selalu bertambah atas Prilaku dari Dc"" Pinjol Legal."
2023-09-25T07:00:03Z,"Bagus pak, aturan dibuat biar online dibatasi. Ga papa jual online tapi barang ga boleh impor china yg merusak harga pasar. Trus batasi fitur gratis ongkir krn itu juga yg menyebabkan kalahnya harga barang umkm offline"
2023-09-25T06:58:11Z,Setuju pak yang nama nya e commers semua haris di tutup  supaya ekonomi kita jalan.lagi😂😂😂😂😂
2023-09-25T06:56:17Z,Seharusnya barang luar di larang di jual di indonesia apabila bisa di produksi di indonesia..kami pedagang banyak yang perlu di bayar..pembeli tidak..hidup pedagang .😂😂😂😂😂
2023-09-25T06:54:02Z,"Trooxx. Katrooxx  udah  pada keox  baru bikin aturan,,, kmren²  mikirin  apa  mbaaahh😂😂"
2023-09-25T06:47:05Z,"Hargaaa nya murah jauh dr produksi, minus bukan gak bisa bersaing"
2023-09-25T06:44:54Z,"pemerintah harus tegas menghapus online shop,tiktok shop/live,shopie.karna la sangat merusak harga pasaran saja.dan kasian pedagang off line."
2023-09-25T06:41:15Z,Saya mentransfer uang untuk membeli barang Rp.700 ribu lebih.... sampai sekarang Tidak di kembalikan SUDAH Komplen ke TIK TOK tapi tidak ada niat untuk di kembalikan.... barangnya tidak di kirimm... tolonglah yang berwenang untuk masalah ini. Terima kasih
2023-09-25T06:40:13Z,Pakde...jaman sdh berubah ke era digital ..era simple2 ndak ribet2...proteksi ajaa brg2 mana dan darimana yang ndak boleh dijual di sosmed...klo aplikator mlanggar kartuin merah ...tks
2023-09-25T06:39:26Z,"yang mematikan produk impor nya dgn hrg murah meriah muntah UMKM lngsung keok.
Pedagang offline kadang ksh hrg mahal bikin pembeli lbh pilih beli online lbh murah byk free ongkir"
2023-09-25T06:35:10Z,Atur ajjalah
2023-09-25T06:34:40Z,"Produk dari mana pak yang murah ..?????

Bukannya kemarin dipermudah ya....barang export murah dari negara itu....."
2023-09-25T06:34:34Z,"Sya setuju skli pak..hrus ditindk tegas pak.hrus ditup oniine,shope,tiktok."
2023-09-25T06:33:11Z,G boleh aja semuanya pak .......rumit amat ....ini itu bla bla bla......bikin pening.
2023-09-25T06:27:09Z,"mantap, setuju sekali ini"
2023-09-25T06:22:08Z,karena medsos juga bisa jadi marketplace spt facebook yg tak sesuai peruntukan seharusnya dilarang kecuali iklan spy jelas
2023-09-25T06:15:46Z,Mantap pak Zulhas
2023-10-09T22:44:29Z,"kalau belum bisa ngatur hal baru,kembalikan sistim dagang seperti dulu,jangan ada perdagangan onlin,sudah jelas onlin secara pakta riil,mengganggu dan membunuh pasar,bagai mana jika pasar seluruh Indonesia bangkrut,habis lah pajak dari parkir dan pasar...tambah ancur ekonomi rakyat kecil..."
2023-10-08T00:32:32Z,"Sejauh mata memandang sih, cukup adil"
2023-10-07T00:21:41Z,Ada yg diuntungkan & ada juga yg dirugikan
2023-10-06T07:41:46Z,"Yang diuntungkan pasti menolak ditutup.. 
Yang dirugikan pasti setuju ditutup


Semoga umkm maju."
2023-10-05T06:23:21Z,"Memaksakan masyarakat untuk membeli mahal, dasar otak pemerintah penindas rakyat"
2023-10-04T14:08:16Z,Alhamdulillah . Tik tok d tutup . Lagian yg ky makin kaya
2023-10-04T11:25:00Z,Saya belanja online krn harga lebih murah dari pada harga di toko dekat rmh saya
2023-10-04T06:35:42Z,"Masalah yg sesungguhnya adalah rakyat tdk mencintai produk dalam negri.
Ini yg harus di perbaiki , rakyat sdh menghianati produk negaranya sendiri."
2023-10-04T05:28:39Z,"APAPUN PERATURAN BILA INI TUJUANYA BAIK YA SETUJU,NAMUN YAKIN INI PERATURAN BISA  MERUBAH SITWASI OFLINE  😄😄 INGAT INI ZAMAN DIGITAL   MESTINYA KALAU MAU TURUN BERBISNIS HARUS SIAP BERSAING JANGAN CENGENG  TANGISAN OFLINE HANYA  BIKIN APARAT TERKAIT  TAMBAH GEMUK  😄😄"
2023-10-03T11:35:18Z,"kenapa ko judi online sampe sekarang ga di tutup""kenapa?😂😂"
2023-10-03T09:18:02Z,"Di China, Pemulung pengemis pakai Scab Quris kalau minta"" in UMKM kalah Disektor Digital karna efek gaptek gx mau belajar, kita yg julan online ud 5-6 Tahun sekedar cari makan bukan kayak!!!, di rugikan"
2023-10-03T01:31:38Z,Ambil yang lebih bermanfaat rakyat peningkat ekonomi merata  tinggalkan  yang ber efek  keburukan yang menjadikan efek  modorat  dominasi ekonomi pemerataan  global
2023-10-02T11:34:38Z,"Utk Pemerintah Pedagang2 Offline Hrsnya dah paham knp sepi mungkin dri segi Harga Jual Terlalu tinggi Sebelum Pandemi Siklus perdagangan udah sepi trus ke covid Tambah Sepi Online Shop sudah ada sejak dlu,Knp gak Demo sejak dlu knp pas ada Tiktok Lagi rame jdi Kambing hitam gak adil.klu memang g bisa mengikuti Digitalisasi pemerintah Perekonomian hadir utk Mengedukasi digitalisasi.bukn main tutup platform tau gak Tiktok itu Bisa merangkul umkm kecil,mahasiswa,pelajar bisa belajar wira usaha tanpa modal hrsny ini disupport pemerintah bukn mengikuti Yng blm tentu benar.klu memang minta ditutup semua Platform ditutup juga,internet tutup,Hp juga dilarang peredarannya tpi pemerintah hrs siap Tanggung Jawab Dampak ini semua"
2023-10-02T09:30:03Z,"harusnya ada platform ,khusus  grosir ,dan eceran ,di pisah ,atau ijin nya berbeda ,dan pajak nya berbeda"
2023-10-02T03:10:27Z,"Sulit maju kalau tidak  bisa mengikuti perkembangan zaman dan perkembangan teknologi... Manusia sekarang pengen yang instan sudah sudah malas ribet, apalagi tawar-menawar sering timbul mengibuli ,"
2023-10-02T00:51:51Z,"kalo Indonesia lebih kearah supaya urus ijin dan perpajakan dulu aja, karena yg dikenakan skrg masih pajak iklan belum pajak masing² toko nya, makanya hanya boleh promosi.

masalah data gw cm ketawa karena bocor nya malah data sering terutama data pemilik kartu kredit tapi ga pernah rame. soal monopoli juga tiktok ga punya pengiriman sendiri dan pembayaran juga pakai payment yg ada bukan buat sendiri, justru marketplace yg jelas² punya pengiriman sendiri dan pembayaran sendiri santai aka kan 😁"
2023-10-01T14:11:47Z,Utamakan perekonomian rakyat serta membuka lapangan kerja rakyat maju lancar ekonomi lestri masa depan serta menjaga keseimbangan maju berkeadilan ekonomi maju bersama lancar
2023-10-01T13:58:11Z,Pemerataan dan kesempatan hidup ekonomi rakyat bersama lestari lancar ekonomi masa depan jangka panjang ekonomi nasional rakyat semesta berke Adilan ekomi stabil dalam kemajuan rakyat semesta
2023-10-01T08:24:55Z,"harusnya pajak masuk ke digital, jadi harha tetap akan sama dengan yamg di pasar tradisional,"
2023-10-01T03:49:11Z,"Cintai barang impor😂😂😂😂


Biar indonesia banyak masyarakat kelaparan.. 
kemiskinan Meledak❤❤❤"
2023-09-30T13:02:41Z,"WA IG FB senuanya aja dilarang bos biar balik lg kaya jaman purbakala negara lain udh mau ke bulan indonesia msh dibawah tanah, miris.."
2023-09-30T13:01:45Z,Banyak yg ga faham.. bkn Platform & produsennya!! Tapi barang2 tu langsung Impor semuaa mangkanya murah.
2023-09-30T11:38:48Z,"beli Bahan murah dilarang ,yg bersaing kalah dengan yg ber uang"
2023-09-30T10:45:15Z,Konsumen pasti milihnya yang murah lah
2023-09-30T08:43:41Z,Saya sangat setuju kalo tiktok shop di tutup
2023-09-30T05:12:07Z,Tik tok shop di urusi. Wkkwkqkqkw. Korupsi Moh habiskan dulj
2023-09-30T04:12:42Z,"kalo menurut ku sih ini sifatnya sementara, era dan zamannya sdh berubah. Semua serba digital apalagi pangsa pasar e-commerce yg luas 
mudah dan prakti, serta murah dari segi kita berbelanja menjadi sebuah kebutuhan beli lewat online"
2023-09-30T03:57:55Z,"Kalau pemerintah mau meningkat daya bei pasar bukan tiktok yg di tutup 
Ekonomi yg merosot tiktok yg jd kambing itam 
Baikin aja harga hasil tani di jamin rakyat makmur 
Terutama karet ma getah
Politik pencitra an 
Ketololan yg ga di sadari"
2023-09-30T03:00:41Z,Kemarin yg eluh2kan digitalisasi.... 😂
2023-09-29T23:40:24Z,"Alasannya cuma satu, yaitu duit. Biar tiktok bikin izin, terus bayar ke pemerintah. Pasti ada aja cara buat malak. Tiktoknya kan udah kemaren2 dimintain bikin izin bayar sekian. Nah sekarang cari alasan lain, bikin skenario seakan2 pro umkm offline, padahal tujuan utama nya misahin tiktok shopnya supaya bikin izin juga. Tiktok jadi bayarnya dobel. Cuan ngga tuh."
2023-09-29T15:59:41Z,Saran saya balik aja k jaman batu . Blanja user ketemu pedagang uda g usah pake acara online2 an tutupen ae biar fair kembali
2023-09-29T14:37:40Z,"Jangan nanggung kalo tutup yg berbau online tutupin semua, tidak ada lagi yg namanya internet banking dsb. Kita kembali ke zaman yang serbq manual saja."
2023-09-29T14:13:43Z,yang seharudnya g boleh berjualan itu artis bikan rakya tuh artis juslan dmua uang mo buat apaan coba 😂😂😂 knp g pd ngalah sm masyarakat kecil
2023-09-29T12:24:17Z,Alhamdulillah semoga kedepanya lebih baik dan tetap jaya Indonesia amiin
2023-09-29T11:54:56Z,pasar ilang kumandange
2023-09-29T10:31:31Z,"Era digital ❌

Kenapa UMKM tidak jual online juga?

Ngeleg otak gw"
2023-09-29T09:54:46Z,"Kenapa hanya TikTok yg di tutup apa karena shopee, lazada dan DLL karena kalah saing,, jangan² ada batu di dalam udang 😅"
2023-09-29T09:50:21Z,Sudah basah mau gmn lagi dulu gak sediah payung ☔ sih
2023-09-29T09:44:32Z,asli nya sih bagus kayak tok Shopie dll untuk buat lapak digital tapi sayangnya di yang ada di situ itu kebanyakan barang barang yang ada di situ itu barang barang import dengan harga yang sangat jauh dari pasar nya
